id,summarized,text,root,length
hit:4170_conv:8340_uttr:1,0,I always thought android phones were trash.,think,8
hit:4171_conv:8343_uttr:1,0,I lose my confidence about my career slowly.,lose,9
hit:4172_conv:8344_uttr:1,0,I won a trip to las vegas.,win,8
hit:4177_conv:8355_uttr:1,0,I crashed my truck today.,crash,6
hit:4183_conv:8366_uttr:1,0,My friend died in a helicopter crash,die,7
hit:4183_conv:8367_uttr:1,0,I am really looking forward to eating dinner later.,look,10
hit:4186_conv:8373_uttr:1,0,I was devasted when I didnt earn the promotion,devaste,10
hit:4203_conv:8407_uttr:1,0,My sister graduated with an MBA.,graduate,7
hit:4221_conv:8442_uttr:1,0,I stepped in gum someone spit on the sidewalk.,step,10
hit:4224_conv:8449_uttr:1,1,Ive got a big interview on Friday.,get,9
hit:4226_conv:8452_uttr:1,0,I lost my job.,lose,5
hit:4227_conv:8454_uttr:1,0,I pray for better days.,pray,6
hit:4232_conv:8465_uttr:1,1,I feel so bad for my husband.,feel,8
hit:4233_conv:8467_uttr:1,0,My sister stole money from my wallet.,steal,8
hit:4240_conv:8480_uttr:1,0,I just got a raise at work.,get,8
hit:4243_conv:8487_uttr:1,1,Ran upon a horrible wreck going home yesterday.,ran,9
hit:4244_conv:8489_uttr:1,1,I met the nicest guy on Live Chat.,meet,9
hit:4246_conv:8493_uttr:1,0,My dog is coming home from doggy day care.,come,10
hit:4250_conv:8501_uttr:1,1,I go to church every Sunday.,go,7
hit:4251_conv:8503_uttr:1,1,When I get nervous I smoke too much.,smoke,9
hit:4252_conv:8505_uttr:1,1,"Anytime I see an earthworm, I run away.",run,10
hit:4255_conv:8510_uttr:1,0,I go to church every sunday.,go,7
hit:4258_conv:8516_uttr:1,0,I miss living in the Caribbean.,miss,7
hit:4259_conv:8518_uttr:1,0,I won a scratch off ticket last week!,win,9
hit:4264_conv:8528_uttr:1,0,Have you seen fifa world cup final?,see,8
hit:4266_conv:8533_uttr:1,0,We went camping after getting all the supplies.,go,9
hit:4270_conv:8541_uttr:1,0,My tree died a few weeks ago.,die,8
hit:4271_conv:8543_uttr:1,0,I sold dirty underwear as new!,sell,7
hit:4272_conv:8545_uttr:1,0,I learned about Neurofeedback today.,learn,6
hit:4274_conv:8549_uttr:1,0,My dog ate my shoes!,eat,6
hit:4275_conv:8550_uttr:1,0,I don't want to go back to school.,want,10
hit:4276_conv:8553_uttr:1,0,I got a free gift card from work!,get,9
hit:4278_conv:8556_uttr:1,0,Can you even believe my car broke down?,believe,9
hit:4278_conv:8557_uttr:1,1,My friend recommended me a restaurant.,recommend,7
hit:4288_conv:8577_uttr:1,0,We took the kids fishing this weekend,take,7
hit:4290_conv:8581_uttr:1,1,My entire family went to Europe for the summer.,go,10
hit:4292_conv:8584_uttr:1,0,We are going to disney world this year!,go,9
hit:4292_conv:8585_uttr:1,0,Getting my bags packed for vacation!,get,7
hit:4293_conv:8586_uttr:1,0,The new movie theater is opening soon.,open,8
hit:4294_conv:8588_uttr:1,1,Luckily the mechanic gave me a good deal.,give,9
hit:4296_conv:8592_uttr:1,0,My best friend just bought a jet ski.,buy,9
hit:4297_conv:8595_uttr:1,0,Going to Florida in less than a month,go,8
hit:4301_conv:8602_uttr:1,0,Someone threw a bunch of trash in my yard.,throw,10
hit:4310_conv:8621_uttr:1,1,I went on a bike ride after work today.,go,10
hit:4312_conv:8625_uttr:1,0,I can not wait for my cruise during Thanksgiving.,wait,10
hit:4313_conv:8627_uttr:1,0,Took my nephew fishing over the weekend,take,7
hit:4315_conv:8631_uttr:1,0,I can't believe that Robin Williams died.,believe,9
hit:4316_conv:8632_uttr:1,0,I am feeling more positive about the future today.,feel,10
hit:4319_conv:8639_uttr:1,1,During gym class today but pants split wide open.,split,10
hit:4321_conv:8642_uttr:1,0,I think I did really well on my exam today,think,10
hit:4326_conv:8653_uttr:1,0,I stole money from my grandmother.,steal,7
hit:4338_conv:8677_uttr:1,1,My nephew plays football this year.,play,7
hit:4342_conv:8684_uttr:1,0,I have never cheated on any exams in school.,cheat,10
hit:4343_conv:8686_uttr:1,0,I love being able to be home for my kids,love,10
hit:4344_conv:8688_uttr:1,1,I interviewed for a job promotion today.,interview,8
hit:4346_conv:8693_uttr:1,1,I know we'll be amazing.,know,7
hit:4352_conv:8704_uttr:1,0,Going to Florida in a couple weeks,go,7
hit:4362_conv:8724_uttr:1,0,I bought a pizza earlier and they overcharged me.,buy,10
hit:4363_conv:8726_uttr:1,0,One night I couldn't sleep at all.,sleep,9
hit:4364_conv:8728_uttr:1,0,I tipped a vase over accidentally and it broke.,tip,10
hit:4367_conv:8735_uttr:1,0,I got a promotion at work today.,get,8
hit:4376_conv:8753_uttr:1,1,I really loved Goldie.,love,5
hit:4382_conv:8764_uttr:1,0,I am looking forward to the upcoming football season.,look,10
hit:4384_conv:8768_uttr:1,1,Never driven a car that big before.,drive,8
hit:4385_conv:8771_uttr:1,1,Went to the carnival this past weekend.,go,8
hit:4387_conv:8774_uttr:1,1,It sounded like someone was walking back and forth.,sound,10
hit:4388_conv:8776_uttr:1,1,My friend speaks 4 languages.,speak,6
hit:4391_conv:8782_uttr:1,1,My friend got into a really bad car accident.,get,10
hit:4393_conv:8786_uttr:1,1,My dog pooped on the rug yesterday.,poope,8
hit:4395_conv:8790_uttr:1,1,I feel great!,feel,4
hit:4396_conv:8793_uttr:1,1,I loved Gary so much!,love,6
hit:4399_conv:8798_uttr:1,1,My emu ran away last night.,run,7
hit:4400_conv:8800_uttr:1,0,My son spoke his first word yesterday.,speak,8
hit:4404_conv:8808_uttr:1,1,I arrived in San Diego yesterday.,arrive,7
hit:4406_conv:8812_uttr:1,1,She went missing on Friday,go,5
hit:4407_conv:8814_uttr:1,0,Friends threw me a surprise party yesterday.,throw,8
hit:4408_conv:8817_uttr:1,0,My best friend always interrupts me when I talk.,interrupt,10
hit:4409_conv:8819_uttr:1,0,My dog returned home after running away today.,return,9
hit:4410_conv:8821_uttr:1,1,I really need it,need,4
hit:4412_conv:8824_uttr:1,1,Would love to make some new gaming friends,love,8
hit:4414_conv:8828_uttr:1,0,My dog crapped on the rug.,crap,7
hit:4416_conv:8832_uttr:1,1,I'm going to building a gaming pc.,go,9
hit:4417_conv:8834_uttr:1,0,I lied to my friend today,lie,6
hit:4422_conv:8845_uttr:1,0,Me and my cousin just reconnected,reconnecte,6
hit:4425_conv:8851_uttr:1,0,I love cron dogs,love,4
hit:4426_conv:8852_uttr:1,0,I started to feel panicky and breathless.,start,8
hit:4431_conv:8862_uttr:1,1,I have been watch a new show.,watch,8
hit:4431_conv:8863_uttr:1,0,I stole 100 bucks from an elderly woman yesterday.,steal,10
hit:4432_conv:8864_uttr:1,0,My friend is getting married,marry,5
hit:4432_conv:8865_uttr:1,1,I am going to Hershey Park tomorrow.,go,8
hit:4435_conv:8871_uttr:1,0,My mother passed away today.,pass,6
hit:4436_conv:8873_uttr:1,0,MY classmate got the lead in the school play,get,9
hit:4437_conv:8875_uttr:1,0,My navigation took me to the wrong address today.,take,10
hit:4439_conv:8878_uttr:1,0,I feel sorry for the kid in my street.,feel,10
hit:4441_conv:8882_uttr:1,0,I am going to Six Flags tomorrow!,go,8
hit:4442_conv:8885_uttr:1,0,I am looking forward to my vacation.,look,8
hit:4444_conv:8889_uttr:1,0,My nephew starts football this year!,start,7
hit:4447_conv:8894_uttr:1,0,I saw a man drink a gallon of milk.,see,10
hit:4448_conv:8896_uttr:1,0,My dog pooped on the rug today.,poope,8
hit:4448_conv:8897_uttr:1,0,I like buying picture frames,like,5
hit:4454_conv:8908_uttr:1,0,i stubbed my toe this morning,stub,6
hit:4454_conv:8909_uttr:1,0,Someone spray painted my car last week.,paint,8
hit:4455_conv:8911_uttr:1,0,I dropped dinner outside today,drop,5
hit:4457_conv:8915_uttr:1,0,They stopped making donuts at my favorite bakery.,stop,9
hit:4458_conv:8917_uttr:1,0,I miss having a man at home,miss,7
hit:4461_conv:8922_uttr:1,0,My cat vomited on my shoes today,vomit,7
hit:4461_conv:8923_uttr:1,0,I remember when I first started watching game of thrones,remember,10
hit:4462_conv:8925_uttr:1,0,I am watching the last season of game of thrones,watch,10
hit:4469_conv:8939_uttr:1,1,Today i had well done steak.,do,7
hit:4470_conv:8941_uttr:1,0,I went to the bar the other night,go,8
hit:4472_conv:8944_uttr:1,0,MY sister just got a new car,get,7
hit:4474_conv:8948_uttr:1,1,I love my new puppy!,love,6
hit:4474_conv:8949_uttr:1,0,I was being robbed but a policeman stopped him.,rob,10
hit:4476_conv:8953_uttr:1,0,I got stuck in an elevator recently.,stick,8
hit:4477_conv:8954_uttr:1,1,It didn't turn out well unfortunately.,turn,8
hit:4478_conv:8957_uttr:1,0,I voted last week,vote,4
hit:4481_conv:8962_uttr:1,0,i tripped in public the other day which sucked,trip,9
hit:4485_conv:8971_uttr:1,0,My nephew starts football this year in 9th grade,start,9
hit:4489_conv:8978_uttr:1,1,Excited to start training again to lost some weight,excite,9
hit:4491_conv:8983_uttr:1,0,i lost my wallet but someone returned it,lose,8
hit:4494_conv:8989_uttr:1,1,Going to the park this weekend to ride coasters.,go,10
hit:4495_conv:8990_uttr:1,0,I want my family to do well,want,7
hit:4496_conv:8993_uttr:1,0,I wear my dads hate everywhere I go.,wear,9
hit:4499_conv:8998_uttr:1,0,I got a free giftcard in the mail!,get,9
hit:4499_conv:8999_uttr:1,0,i lost my wallet but someone returned it,lose,8
hit:4500_conv:9000_uttr:1,0,I hate when the cowboys lose at football!,hate,9
hit:4501_conv:9002_uttr:1,0,I eat my dead skin cells,eat,6
hit:4501_conv:9003_uttr:1,0,I excited to start my new project.,excite,8
hit:4503_conv:9006_uttr:1,0,The rain will go away tomorrow.,go,7
hit:4506_conv:9012_uttr:1,0,Someone stole my dog from my house!,steal,8
hit:4507_conv:9014_uttr:1,0,I hate scary movies!,hate,5
hit:4508_conv:9016_uttr:1,0,My car gets me where i need to go.,get,10
hit:4509_conv:9019_uttr:1,0,I eat tacos every single tuesday.,eat,7
hit:4511_conv:9022_uttr:1,0,My nephew is playing 9th grade football this year.,play,10
hit:4513_conv:9026_uttr:1,0,Going to disney world in december,go,6
hit:4514_conv:9029_uttr:1,0,I'll try new Chinese recipe today.,try,8
hit:4519_conv:9038_uttr:1,0,I'm getting married this fall!,marry,7
hit:4519_conv:9039_uttr:1,0,Motorist scratched my car in the road today.,scratch,9
hit:4521_conv:9043_uttr:1,0,Im riding some roller coasters this weekend,ride,8
hit:4523_conv:9046_uttr:1,0,I ate eggplant for the first time ever,eat,8
hit:4523_conv:9047_uttr:1,1,I can really rely on my parents.,rely,8
hit:4526_conv:9052_uttr:1,0,I cant wait for september!,wait,7
hit:4527_conv:9055_uttr:1,0,watching western movies reminds me of being a child.,remind,10
hit:4528_conv:9056_uttr:1,0,I find it difficult to be around a crowd.,find,10
hit:4533_conv:9066_uttr:1,0,No one showed up for my birthday,show,7
hit:4534_conv:9068_uttr:1,0,i cant wait to ace this test!,wait,9
hit:4534_conv:9069_uttr:1,1,I got to be in the room for everything.,get,10
hit:4536_conv:9073_uttr:1,0,Romance movies bring me back to my youthful days,bring,9
hit:4538_conv:9076_uttr:1,0,I can't wait until this weekend,wait,7
hit:4540_conv:9080_uttr:1,0,my girl has been promoted i'm very excited,promote,9
hit:4544_conv:9089_uttr:1,0,I planned a birthday party but no one came.,plan,10
hit:4550_conv:9101_uttr:1,0,I get embarrassed very easily,get,5
hit:4556_conv:9113_uttr:1,0,I stubbed my toe today and i was so annoyed,stub,10
hit:4557_conv:9114_uttr:1,0,I often feel jealous of my spouse.,feel,8
hit:4558_conv:9116_uttr:1,0,I watched a horror movie yesterday.,watch,7
hit:4565_conv:9131_uttr:1,0,I got my wife a wrist watch for her birthday,get,10
hit:4566_conv:9133_uttr:1,0,I feel twinge of envy on my sisiter!,feel,9
hit:4567_conv:9134_uttr:1,1,I hate the thought of scary costumes!,hate,8
hit:4568_conv:9136_uttr:1,0,I was caught stealing candy from a local store.,catch,10
hit:4569_conv:9138_uttr:1,0,I was climbing the steers,climb,5
hit:4571_conv:9143_uttr:1,0,i hope i get this new job,hope,7
hit:4576_conv:9153_uttr:1,0,I thought i got a job but didnt,think,9
hit:4580_conv:9161_uttr:1,0,I gave instructions,give,3
hit:4582_conv:9164_uttr:1,0,I keep disconnecting from my internet,keep,6
hit:4583_conv:9166_uttr:1,1,ive never studied so much in my life,study,9
hit:4583_conv:9167_uttr:1,0,I find it hard to be trusting of people.,find,10
hit:4585_conv:9170_uttr:1,0,Small talk just annoys me,annoy,5
hit:4588_conv:9177_uttr:1,1,I knew I was going to get this job.,know,10
hit:4594_conv:9189_uttr:1,0,I got mad last year when I was fired,get,9
hit:4601_conv:9203_uttr:1,1,I feel bad.,feel,4
hit:4602_conv:9204_uttr:1,0,I received a reward for my project.,receive,8
hit:4602_conv:9205_uttr:1,1,I felt bad,feel,3
hit:4606_conv:9212_uttr:1,1,I get to see some old friends,get,7
hit:4608_conv:9216_uttr:1,0,Some guy cut me off in traffic twice today.,cut,10
hit:4610_conv:9221_uttr:1,0,We planned a family trip day after tomorrow!,plan,9
hit:4616_conv:9233_uttr:1,1,"Yesterday, someone has stolen my bike.",steal,8
hit:4617_conv:9235_uttr:1,0,I stole money from my dad's wallet.,steal,9
hit:4622_conv:9244_uttr:1,1,I cared last week for my girlfriend.,care,8
hit:4623_conv:9246_uttr:1,0,My wife gave birth to a fine baby,give,8
hit:4628_conv:9257_uttr:1,1,They bought a new home,buy,5
hit:4630_conv:9260_uttr:1,1,I just finished an interview for a new job!,finish,10
hit:4634_conv:9269_uttr:1,0,I felt so bad that I made him fear,feel,9
hit:4637_conv:9275_uttr:1,1,It made me mad,make,4
hit:4639_conv:9278_uttr:1,1,"Tomorrow, I am having a surgery.",have,8
hit:4642_conv:9285_uttr:1,1,He were going kayaking,go,4
hit:4645_conv:9290_uttr:1,1,My brother gave me a present last week.,give,9
hit:4648_conv:9297_uttr:1,1,I studied all week,study,4
hit:4650_conv:9301_uttr:1,0,I want to join the Army,want,6
hit:4653_conv:9307_uttr:1,1,My neighbor has been taking my mail!,take,8
hit:4658_conv:9316_uttr:1,0,My spouse want a divorce from me.,want,8
hit:4658_conv:9317_uttr:1,0,"My co-worker just purchased a ford raptor""",purchase,10
hit:4659_conv:9319_uttr:1,1,I cried like a baby.,cry,6
hit:4660_conv:9320_uttr:1,0,I am really feeling bad,feel,5
hit:4665_conv:9330_uttr:1,0,My friends canceled on my birthday dinner.,cancel,8
hit:4666_conv:9333_uttr:1,1,I am looking forward to my paycheck on Friday!,look,10
hit:4676_conv:9353_uttr:1,1,I can hardly wait,wait,4
hit:4687_conv:9374_uttr:1,0,I enjoy driving my old truck.,enjoy,7
hit:4691_conv:9383_uttr:1,0,I feel sort of bad.,feel,6
hit:4696_conv:9392_uttr:1,0,I go to the store almost every day,go,8
hit:4698_conv:9396_uttr:1,0,Tv has gotten so good in the past few years,get,10
hit:4699_conv:9399_uttr:1,0,My neighbors kept me up all night,keep,7
hit:4705_conv:9411_uttr:1,1,I cant wait.,wait,5
hit:4710_conv:9420_uttr:1,0,I called my friend for advice last night,call,8
hit:4712_conv:9425_uttr:1,0,my friend went back with her ex again.,go,9
hit:4714_conv:9428_uttr:1,1,We started out a servers together in a restaurant,start,9
hit:4715_conv:9430_uttr:1,1,I've had a stressful time lately.,have,8
hit:4719_conv:9438_uttr:1,0,I am killing it a work,kill,6
hit:4721_conv:9443_uttr:1,0,I poured too much vodka in my drink last night,pour,10
hit:4729_conv:9458_uttr:1,0,I just can't wait for this weekend.,wait,9
hit:4734_conv:9468_uttr:1,0,MY daughter failed an exam last year,fail,7
hit:4737_conv:9475_uttr:1,0,Another one of my friends got engaged,engage,7
hit:4739_conv:9478_uttr:1,0,MY friend is moving out of state,move,7
hit:4744_conv:9489_uttr:1,0,My niece made the cheerleading squad.,make,7
hit:4752_conv:9505_uttr:1,1,I can't survive the morning without coffee,survive,8
hit:4754_conv:9509_uttr:1,0,I caught my boyfriend messaging another girl.,catch,8
hit:4759_conv:9518_uttr:1,0,harvey weinstein made such great movies until he ruined it,make,10
hit:4760_conv:9521_uttr:1,1,I'm looking forward to next year.,look,8
hit:4761_conv:9522_uttr:1,0,A co-worker got a promotion over me,get,9
hit:4768_conv:9536_uttr:1,0,"Hi, I am feeling bad today.",feel,8
hit:4772_conv:9545_uttr:1,0,I got a promotion at work today!,get,8
hit:4773_conv:9546_uttr:1,0,I've been working a lot this year.,work,9
hit:4774_conv:9548_uttr:1,1,I feel bad.,feel,4
hit:4780_conv:9560_uttr:1,0,My brothers baseball skills always wowed me,wow,7
hit:4781_conv:9562_uttr:1,0,When my best friend passed away I was devasted,devaste,9
hit:4784_conv:9569_uttr:1,0,My son started walking when he was nine months old,start,10
hit:4785_conv:9570_uttr:1,1,i miss those times,miss,4
hit:4793_conv:9587_uttr:1,0,I have been working so hard on my job!,work,10
hit:4800_conv:9600_uttr:1,1,I start a new job tomorrrow.,start,7
hit:4801_conv:9602_uttr:1,0,My boyfriend kept me up all night playing video games,keep,10
hit:4806_conv:9612_uttr:1,0,I will be getting paid today!,pay,7
hit:4806_conv:9613_uttr:1,0,My cat won't leave me alone,leave,7
hit:4810_conv:9621_uttr:1,0,I was feeling very hungry earlier today.,feel,8
hit:4816_conv:9632_uttr:1,0,I walked to school one day.,walk,7
hit:4824_conv:9649_uttr:1,0,I went to the county fair last night.,go,9
hit:4825_conv:9650_uttr:1,1,I lost several items.,lose,5
hit:4830_conv:9660_uttr:1,0,I feel so bad about myself,feel,6
hit:4840_conv:9680_uttr:1,0,I was praying to god to help out our family,pray,10
hit:4841_conv:9682_uttr:1,0,I told a secret to my friend.,tell,8
hit:4842_conv:9684_uttr:1,0,I researched for weeks for my paper.,research,8
hit:4848_conv:9696_uttr:1,0,I am just waiting for my next vacations,wait,8
hit:4862_conv:9725_uttr:1,0,"Hi, my friend is coming to visit me.",come,10
hit:4868_conv:9736_uttr:1,0,I am going on a vacation soon!,go,8
hit:4870_conv:9741_uttr:1,1,You'll never guess what happened!,guess,7
hit:4883_conv:9767_uttr:1,1,I really need a new purse.,need,7
hit:4885_conv:9771_uttr:1,0,I just bought a boat for the river!,buy,9
hit:4900_conv:9800_uttr:1,1,Got my kid a used car.,got,7
hit:4911_conv:9822_uttr:1,0,"Tomorrow, I'm going on my first cruise!",go,10
hit:4919_conv:9838_uttr:1,1,I just got laid off from my job!,lay,9
hit:4920_conv:9841_uttr:1,0,My cat vomited on the couch today,vomit,7
hit:4922_conv:9844_uttr:1,0,My cat vomited on the couch today which sucked,vomit,9
hit:4923_conv:9846_uttr:1,1,I just completed my first 12 mile Tough Mudder!,complete,10
hit:4925_conv:9850_uttr:1,0,I applied for my dream job last week.,apply,9
hit:4927_conv:9854_uttr:1,0,My brother tripped me and made me fall.,trip,9
hit:4928_conv:9857_uttr:1,1,"Man, that brought back some great memories!",bring,9
hit:4929_conv:9858_uttr:1,0,I rehearsed all night for my speech.,rehearse,8
